 0.30425E-04 0.58933E-06 0.00000E+00    30001     2345    4      455 0.150E+08 0.10522E-09  0.30425E-04
   2    0.49701E-04    0.12617E-04    0.16055E+02    0.43217E-01    0.49701E-04
   3    0.30417E-04    0.11039E-05    0.32462E+01    0.39224E-02    0.30417E-04
   4    0.30303E-04    0.62011E-06    0.25885E+01    0.19976E-02    0.30303E-04
