 0.32948E+00 0.52573E-02 0.00000E+00    14001     1558    3      651 0.198E+04 0.22943E-05  0.32948E+00
   1    0.35317E+00    0.35935E-01    0.45503E+01    0.42365E+02    0.35317E+00
   2    0.32342E+00    0.11287E-01    0.22072E+01    0.13318E+02    0.32342E+00
   3    0.33038E+00    0.60217E-02    0.16303E+01    0.11175E+02    0.33038E+00
