 0.14007E-05 0.14600E-07 0.00000E+00    30001     3071    4     1050 0.750E+09 0.48783E-11  0.14007E-05
   2    0.13849E-05    0.41002E-07    0.18725E+01    0.42932E-04    0.13849E-05
   3    0.13983E-05    0.28688E-07    0.18351E+01    0.69349E-04    0.13983E-05
   4    0.14050E-05    0.18627E-07    0.16770E+01    0.77083E-04    0.14050E-05
