 0.15800E-02 0.17019E-04 0.00000E+00    30001     3905    4     1268 0.803E+06 0.54837E-08  0.15800E-02
   2    0.16287E-02    0.69432E-04    0.26961E+01    0.15849E+00    0.16287E-02
   3    0.15692E-02    0.34367E-04    0.19589E+01    0.73632E-01    0.15692E-02
   4    0.15793E-02    0.20416E-04    0.16352E+01    0.77793E-01    0.15793E-02
