 0.27710E+00 0.24001E-02 0.00000E+00    30001     2565    4     1601 0.578E+04 0.95852E-06  0.27710E+00
   2    0.27818E+00    0.70259E-02    0.15974E+01    0.67394E+01    0.27818E+00
   3    0.27888E+00    0.45450E-02    0.14577E+01    0.12266E+02    0.27888E+00
   4    0.27605E+00    0.30870E-02    0.14145E+01    0.22103E+02    0.27605E+00
