 0.18142E-01 0.31662E-03 0.00000E+00    13567     1437    3      599 0.330E+05 0.12995E-06  0.18142E-01
   1    0.16510E-01    0.15056E-02    0.40147E+01    0.13283E+01    0.16510E-01
   2    0.18673E-01    0.90868E-03    0.30296E+01    0.21536E+01    0.18673E-01
   3    0.18132E-01    0.34635E-03    0.16818E+01    0.46026E+00    0.18132E-01
