 0.54595E-10 0.31046E-12 0.00000E+00   510001    27065    8     4323 0.792E+14 0.11823E-16  0.54595E-10
   6    0.87332E-10    0.24261E-10    0.70277E+02    0.13592E-05    0.87332E-10
   7    0.54881E-10    0.59813E-12    0.38992E+01    0.28373E-07    0.54881E-10
   8    0.54481E-10    0.34495E-12    0.32035E+01    0.56667E-07    0.54481E-10
