 0.11704E+01 0.14008E-01 0.00000E+00    14001     1753    3     1113 0.951E+03 0.81422E-05  0.11704E+01
   1    0.11549E+01    0.44218E-01    0.17123E+01    0.19904E+02    0.11549E+01
   2    0.11710E+01    0.29750E-01    0.16068E+01    0.37318E+02    0.11710E+01
   3    0.11725E+01    0.17012E-01    0.12978E+01    0.31337E+02    0.11725E+01
