 0.40666E+00 0.50933E-02 0.00000E+00    14001     1658    3      800 0.197E+04 0.28310E-05  0.40666E+00
   1    0.39939E+00    0.16604E-01    0.18592E+01    0.87258E+01    0.39939E+00
   2    0.40679E+00    0.94748E-02    0.14731E+01    0.11817E+02    0.40679E+00
   3    0.40766E+00    0.64839E-02    0.14226E+01    0.24141E+02    0.40766E+00
