 0.22472E+00 0.26146E-02 0.00000E+00    14001     1156    3     1151 0.512E+04 0.15622E-05  0.22472E+00
   1    0.23762E+00    0.16841E-01    0.31696E+01    0.17000E+02    0.23762E+00
   2    0.22250E+00    0.53292E-02    0.15148E+01    0.48681E+01    0.22250E+00
   3    0.22496E+00    0.30487E-02    0.12121E+01    0.30920E+01    0.22496E+00
