 0.11674E+01 0.14020E-01 0.00000E+00    14001     1710    3      981 0.840E+03 0.80918E-05  0.11674E+01
   1    0.11300E+01    0.47658E-01    0.18861E+01    0.20377E+02    0.11300E+01
   2    0.11845E+01    0.27833E-01    0.14861E+01    0.27480E+02    0.11845E+01
   3    0.11652E+01    0.17256E-01    0.13246E+01    0.40930E+02    0.11652E+01
