 0.36594E-01 0.54539E-03 0.00000E+00    14001     1844    3      647 0.177E+05 0.25313E-06  0.36594E-01
   1    0.36517E-01    0.30801E-02    0.37721E+01    0.29637E+01    0.36517E-01
   2    0.37160E-01    0.12414E-02    0.21129E+01    0.21703E+01    0.37160E-01
   3    0.36451E-01    0.61919E-03    0.15194E+01    0.11315E+01    0.36451E-01
