 0.26449E+00 0.19394E-02 0.00000E+00    30001     1842    4     1837 0.695E+04 0.92025E-06  0.26449E+00
   2    0.25577E+00    0.60638E-02    0.14994E+01    0.52555E+01    0.25577E+00
   3    0.26635E+00    0.44029E-02    0.14786E+01    0.15208E+02    0.26635E+00
   4    0.26503E+00    0.20919E-02    0.99838E+00    0.78794E+01    0.26503E+00
