 0.26753E+00 0.29993E-02 0.00000E+00    14001      950    3      945 0.353E+04 0.18579E-05  0.26753E+00
   1    0.27616E+00    0.19116E-01    0.30957E+01    0.11334E+02    0.27616E+00
   2    0.26629E+00    0.69564E-02    0.16522E+01    0.93830E+01    0.26629E+00
   3    0.26754E+00    0.33754E-02    0.11285E+01    0.69037E+01    0.26754E+00
