 0.14557E-05 0.22206E-07 0.00000E+00    14001     1365    3      667 0.458E+09 0.10207E-10  0.14557E-05
   1    0.13682E-05    0.84865E-07    0.27739E+01    0.61203E-04    0.13682E-05
   2    0.14365E-05    0.44764E-07    0.19709E+01    0.80296E-04    0.14365E-05
   3    0.14698E-05    0.26801E-07    0.16309E+01    0.37378E-04    0.14698E-05
