1       c d > u s chi chi~
mirror  d c > u s chi chi~
2       c d~ > u s~ chi chi~
mirror  d~ c > u s~ chi chi~
3       c~ d~ > u~ s~ chi chi~
mirror  d~ c~ > u~ s~ chi chi~
