 0.69271E-04 0.18314E-05 0.00000E+00    14001     1510    3      673 0.972E+07 0.48514E-09  0.69271E-04
   1    0.57975E-04    0.54212E-05    0.41818E+01    0.51892E-02    0.57975E-04
   2    0.68660E-04    0.31528E-05    0.29041E+01    0.75154E-02    0.68660E-04
   3    0.69861E-04    0.13493E-05    0.17276E+01    0.30625E-02    0.69861E-04
