 0.19886E-03 0.22791E-05 0.00000E+00    30001     2365    4     1078 0.542E+07 0.68396E-09  0.19886E-03
   2    0.20102E-03    0.10876E-04    0.34217E+01    0.20008E-01    0.20102E-03
   3    0.20438E-03    0.48867E-05    0.21386E+01    0.12890E-01    0.20438E-03
   4    0.19698E-03    0.26507E-05    0.17021E+01    0.19522E-01    0.19698E-03
