 0.26361E+00 0.29518E-02 0.00000E+00    14001      955    3      950 0.360E+04 0.18359E-05  0.26361E+00
   1    0.25535E+00    0.17961E-01    0.31457E+01    0.12361E+02    0.25535E+00
   2    0.26098E+00    0.73735E-02    0.17869E+01    0.17612E+02    0.26098E+00
   3    0.26437E+00    0.32740E-02    0.11076E+01    0.51798E+01    0.26437E+00
