 0.27503E+00 0.34668E-02 0.00000E+00    14001      933    3      679 0.247E+04 0.18954E-05  0.27503E+00
   1    0.29044E+00    0.27235E-01    0.41936E+01    0.40627E+02    0.29044E+00
   2    0.28086E+00    0.74940E-02    0.16875E+01    0.14003E+02    0.28086E+00
   3    0.27294E+00    0.39499E-02    0.12944E+01    0.10603E+02    0.27294E+00
