 0.26124E+00 0.27712E-02 0.00000E+00    14001      976    3      971 0.372E+04 0.18167E-05  0.26124E+00
   1    0.26684E+00    0.18314E-01    0.30694E+01    0.95816E+01    0.26684E+00
   2    0.25868E+00    0.67189E-02    0.16427E+01    0.97699E+01    0.25868E+00
   3    0.26160E+00    0.30847E-02    0.10547E+01    0.37506E+01    0.26160E+00
