 0.22218E+00 0.32501E-02 0.00000E+00    14001     1288    3      886 0.399E+04 0.15216E-05  0.22218E+00
   1    0.23476E+00    0.11068E-01    0.21085E+01    0.61234E+01    0.23476E+00
   2    0.22660E+00    0.54263E-02    0.15145E+01    0.46995E+01    0.22660E+00
   3    0.21912E+00    0.33136E-02    0.13526E+01    0.64110E+01    0.21912E+00
