 0.22363E+00 0.30278E-02 0.00000E+00    14001     1245    3     1053 0.471E+04 0.15503E-05  0.22363E+00
   1    0.22103E+00    0.95012E-02    0.19224E+01    0.34923E+01    0.22103E+00
   2    0.23340E+00    0.12912E-01    0.34989E+01    0.46197E+02    0.23340E+00
   3    0.22324E+00    0.32961E-02    0.13206E+01    0.58538E+01    0.22324E+00
