 0.13188E-02 0.15958E-04 0.00000E+00    30001     3816    4     1395 0.106E+07 0.45454E-08  0.13188E-02
   2    0.12881E-02    0.42425E-04    0.20831E+01    0.33660E-01    0.12881E-02
   3    0.13582E-02    0.28423E-04    0.18718E+01    0.62471E-01    0.13582E-02
   4    0.13091E-02    0.16437E-04    0.15882E+01    0.50991E-01    0.13091E-02
