 0.41967E+00 0.46384E-02 0.00000E+00    14001      980    3      975 0.232E+04 0.29221E-05  0.41967E+00
   1    0.39844E+00    0.23581E-01    0.26467E+01    0.15905E+02    0.39844E+00
   2    0.41910E+00    0.10402E-01    0.15697E+01    0.11872E+02    0.41910E+00
   3    0.42078E+00    0.53109E-02    0.11289E+01    0.52180E+01    0.42078E+00
