 0.24650E-05 0.31060E-07 0.00000E+00    30001     2909    4     1215 0.493E+09 0.84790E-11  0.24650E-05
   2    0.24247E-05    0.81700E-07    0.21310E+01    0.16964E-03    0.24247E-05
   3    0.25435E-05    0.54208E-07    0.19062E+01    0.92839E-04    0.25435E-05
   4    0.24419E-05    0.31605E-07    0.16371E+01    0.11035E-03    0.24419E-05
