 0.60582E-06 0.10474E-07 0.00000E+00    62001     4279    5      232 0.383E+09 0.10484E-11  0.60582E-06
   3    0.62222E-06    0.34729E-07    0.49922E+01    0.16167E-03    0.62222E-06
   4    0.60490E-06    0.24434E-07    0.51094E+01    0.29543E-03    0.60490E-06
   5    0.60387E-06    0.12297E-07    0.36428E+01    0.16926E-03    0.60387E-06
